"task","family","supported","reason","nodeBudget","operatorSet","binaryBudgetUsed","protectedCount","recognizedFeatures"
"5to10Traces/0028.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0029.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0030.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0031.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0032.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0033.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0034.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0035.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0036.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0037.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0038.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0039.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0040.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0041.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0042.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0043.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0044.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0045.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0046.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0047.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0048.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0049.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0050.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0051.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0052.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0053.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0054.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0055.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0056.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0057.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0058.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0059.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0060.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0061.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0062.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0063.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0064.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0065.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0066.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0068.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0069.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0070.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0071.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0072.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0073.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0074.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0075.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0076.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0077.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0078.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0079.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0080.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0081.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0082.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0083.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0084.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0085.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0086.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0087.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0088.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0090.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0091.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0092.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0093.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0094.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0095.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0096.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0097.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0098.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0099.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0100.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0101.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0102.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0103.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0104.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0105.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0106.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0107.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0108.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0109.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0110.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0112.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0114.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0116.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0117.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0118.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0119.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0120.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0121.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0122.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0124.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0125.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0126.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0127.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0128.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0129.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0130.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0131.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","67","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0132.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0134.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0135.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0136.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0137.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0138.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0139.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0140.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0141.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0142.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0143.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0144.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0145.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0146.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0147.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0148.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0149.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0150.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0151.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0152.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0153.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0154.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0155.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0156.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0157.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0158.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0159.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0160.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0161.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0162.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0163.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0164.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0165.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0166.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0167.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0168.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0169.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0170.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0171.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0172.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0173.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0174.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0175.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0176.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0177.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0178.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0179.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0180.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0181.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0182.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0183.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0184.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0185.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
